Player,Player_ID,Height,Weight,Birth_Date,Club,Player_URL,Photo
Sara Däbritz,cc266f16,171cm,58kg,"February 15, 1995",Lyon,https://fbref.com/en/players/cc266f16/,https://fbref.com/req/202302030/images/headshots/cc266f16_2022.jpg
Marine Dafeur,6884f304,166cm,66kg,"October 20, 1994",Fleury,https://fbref.com/en/players/6884f304/,media/logos/silueta.jpg
Lalia Dali-Storti,a427b094,165cm,52kg,"May 14, 1993",Nantes,https://fbref.com/en/players/a427b094/,media/logos/silueta.jpg
Sana Daoudi,bea52f2a,162cm,58kg,"March 12, 1998",Guingamp,https://fbref.com/en/players/bea52f2a/,media/logos/silueta.jpg
Deja Davis,94edee6f,173cm,68kg,"June 22, 1995",Paris FC,https://fbref.com/en/players/94edee6f/,media/logos/silueta.jpg
Élisa De Almeida,1144cf07,171cm,53kg,"January 11, 1998",Paris Saint-Germain,https://fbref.com/en/players/1144cf07/,https://fbref.com/req/202302030/images/headshots/1144cf07_2022.jpg
Pauline Dechilly,3c8e332d,160cm,52kg,"April 7, 1998",Strasbourg,https://fbref.com/en/players/3c8e332d/,media/logos/silueta.jpg
Léa Declercq,62ee19fe,167cm,68kg,"May 12, 1995",Dijon,https://fbref.com/en/players/62ee19fe/,media/logos/silueta.jpg
Marie Dehri,dcf9f8bd,,,"March 31, 2003",Saint-Étienne,https://fbref.com/en/players/dcf9f8bd/,media/logos/silueta.jpg
Silke Demeyere,88598b2e,158cm,48kg,"June 20, 1992",Le Havre,https://fbref.com/en/players/88598b2e/,media/logos/silueta.jpg
Océane Deslandes,13d3f784,169cm,60kg,"July 26, 2000",Montpellier,https://fbref.com/en/players/13d3f784/,https://fbref.com/req/202302030/images/headshots/13d3f784_2022.jpg
M'Mahawa Diakité,a8e3cd4c,,,,,https://fbref.com/en/players/a8e3cd4c/,media/logos/silueta.jpg
Mariam Diakité,2aeb140f,169cm,60kg,"April 11, 1995",Fleury,https://fbref.com/en/players/2aeb140f/,https://fbref.com/req/202302030/images/headshots/2aeb140f_2022.jpg
Kadidiatou Diani,facfa8cb,168cm,63kg,"April 1, 1995",Lyon,https://fbref.com/en/players/facfa8cb/,https://fbref.com/req/202302030/images/headshots/facfa8cb_2022.jpg
Agueissa Diarra,485034a6,167cm,,"July 30, 1998",Paris Saint-Germain,https://fbref.com/en/players/485034a6/,https://fbref.com/req/202302030/images/headshots/485034a6_2022.jpg
Hillary Diaz,b35400fd,,,"July 24, 2004",Fleury,https://fbref.com/en/players/b35400fd/,https://fbref.com/req/202302030/images/headshots/b35400fd_2022.jpg
Daniëlle van de Donk,6876815f,160cm,53kg,"August 5, 1991",Lyon,https://fbref.com/en/players/6876815f/,https://fbref.com/req/202302030/images/headshots/6876815f_2022.jpg
Agathe Donnary,ecaea0ec,164cm,54kg,"March 9, 2002",Guingamp,https://fbref.com/en/players/ecaea0ec/,media/logos/silueta.jpg
Nakhim Dosso,5615b9d8,,,"December 28, 2007",Paris FC,https://fbref.com/en/players/5615b9d8/,media/logos/silueta.jpg
Paulina Dudek,47e53111,169cm,62kg,"June 16, 1997",Paris Saint-Germain,https://fbref.com/en/players/47e53111/,https://fbref.com/req/202302030/images/headshots/47e53111_2022.jpg
Julie Dufour,662d8aeb,163cm,58kg,"May 29, 2001",Angel City FC,https://fbref.com/en/players/662d8aeb/,media/logos/silueta.jpg
Melchie Dumornay,36a4b421,154cm,,"August 17, 2003",Lyon,https://fbref.com/en/players/36a4b421/,https://fbref.com/req/202302030/images/headshots/36a4b421_2022.jpg
Crystal Dunn,a20c6459,155cm,58kg,"July 3, 1992",Paris Saint-Germain,https://fbref.com/en/players/a20c6459/,https://fbref.com/req/202302030/images/headshots/a20c6459_2022.jpg
Morgane Duporge,5276545b,,,,,https://fbref.com/en/players/5276545b/,media/logos/silueta.jpg
Mary Earps,ca2eabf4,173cm,68kg,"March 7, 1993",Paris Saint-Germain,https://fbref.com/en/players/ca2eabf4/,https://fbref.com/req/202302030/images/headshots/ca2eabf4_2022.jpg
Jennifer Echegini,67565b31,175cm,,"March 22, 2001",Paris Saint-Germain,https://fbref.com/en/players/67565b31/,https://fbref.com/req/202302030/images/headshots/67565b31_2022.jpg
Chancelle Effa Effa,0e3f57bd,172cm,63kg,"September 14, 2006",Le Havre,https://fbref.com/en/players/0e3f57bd/,media/logos/silueta.jpg
Damaris Egurrola,69b76db4,176cm,64kg,"August 26, 1999",Lyon,https://fbref.com/en/players/69b76db4/,https://fbref.com/req/202302030/images/headshots/69b76db4_2022.jpg
Tara Elimbi Gilbert,45dcc600,162cm,54kg,"June 9, 2005",Paris Saint-Germain,https://fbref.com/en/players/45dcc600/,media/logos/silueta.jpg
Salomé Elisor,89604696,174cm,62kg,"January 21, 1997",Le Havre,https://fbref.com/en/players/89604696/,media/logos/silueta.jpg
Roseline Éloissaint,46dd6acf,161cm,53kg,"February 20, 1999",Nantes,https://fbref.com/en/players/46dd6acf/,https://fbref.com/req/202302030/images/headshots/46dd6acf_2022.jpg
Christiane Endler,ebd3c5f6,182cm,64kg,"July 23, 1991",Lyon,https://fbref.com/en/players/ebd3c5f6/,https://fbref.com/req/202302030/images/headshots/ebd3c5f6_2022.jpg
Sierra Enge,1788cbeb,165cm,,"February 23, 2000",Strasbourg,https://fbref.com/en/players/1788cbeb/,media/logos/silueta.jpg
Romane Enguehard,59fa05a6,163cm,53kg,"July 5, 1999",Le Havre,https://fbref.com/en/players/59fa05a6/,media/logos/silueta.jpg
Thelma Eninger,f8824640,158cm,48kg,"December 23, 2001",Nantes,https://fbref.com/en/players/f8824640/,media/logos/silueta.jpg
Marlene Essimi,8d14ce1e,"November 29, 2005",(Age: 19-122d),"November 29, 2005",Reims,https://fbref.com/en/players/8d14ce1e/,media/logos/silueta.jpg
Naomi Eto,ff3be318,"September 23, 2004",(Age: 20-189d),"September 23, 2004",Guingamp,https://fbref.com/en/players/ff3be318/,https://fbref.com/req/202302030/images/headshots/ff3be318_2022.jpg
Emily Evels,75e24267,161cm,,"August 11, 1996",Strasbourg,https://fbref.com/en/players/75e24267/,https://fbref.com/req/202302030/images/headshots/75e24267_2022.jpg
Nina Falgayrac,45a32092,,,"February 18, 2007",Fleury,https://fbref.com/en/players/45a32092/,media/logos/silueta.jpg
Laurina Fazer,08f6cf52,,,"October 13, 2003",Paris Saint-Germain,https://fbref.com/en/players/08f6cf52/,https://fbref.com/req/202302030/images/headshots/08f6cf52_2022.jpg
Hélène Fercocq,434ba0e2,176cm,59kg,"August 27, 1998",Guingamp,https://fbref.com/en/players/434ba0e2/,media/logos/silueta.jpg
Charlotte Fernandes,adfaeb0e,166cm,58kg,"February 4, 1993",Fleury,https://fbref.com/en/players/adfaeb0e/,media/logos/silueta.jpg
Maud Ferriere,26cebe77,,,"March 30, 2007",Saint-Étienne,https://fbref.com/en/players/26cebe77/,media/logos/silueta.jpg
Louise Fleury,d7c7d20f,167cm,59kg,"August 8, 1997",Nantes,https://fbref.com/en/players/d7c7d20f/,media/logos/silueta.jpg
Airine Fontaine,f47acf66,168cm,60kg,"August 20, 2004",Fleury,https://fbref.com/en/players/f47acf66/,https://fbref.com/req/202302030/images/headshots/f47acf66_2022.jpg
Adélie Fourre,56df3664,170cm,59kg,"December 25, 1997",Guingamp,https://fbref.com/en/players/56df3664/,media/logos/silueta.jpg
Emma Francart,41c99870,172cm,68kg,"January 31, 2004",Fleury,https://fbref.com/en/players/41c99870/,https://fbref.com/req/202302030/images/headshots/41c99870_2022.jpg
Eva Fremaux,92994be9,162cm,59kg,"March 28, 2002",Nantes,https://fbref.com/en/players/92994be9/,media/logos/silueta.jpg
Eva Gaetino,d7f72b8c,180cm,62kg,"December 17, 2002",Paris Saint-Germain,https://fbref.com/en/players/d7f72b8c/,media/logos/silueta.jpg
Kelly Gago,eb2eb4a0,178cm,68kg,"January 5, 1999",Everton,https://fbref.com/en/players/eb2eb4a0/,media/logos/silueta.jpg
Thaïs Gallais,cdfb02fc,,,"April 18, 2008",Le Havre,https://fbref.com/en/players/cdfb02fc/,media/logos/silueta.jpg
Maëlle Garbino,67a49c37,161cm,52kg,"August 9, 1996",Paris FC,https://fbref.com/en/players/67a49c37/,media/logos/silueta.jpg
Christy Gavory,91034b4d,156cm,49kg,"May 5, 1998",Le Havre,https://fbref.com/en/players/91034b4d/,media/logos/silueta.jpg
Lina Gay,25f55877,166cm,,"November 17, 2007",Dijon,https://fbref.com/en/players/25f55877/,media/logos/silueta.jpg
Grace Geyoro,80fc50e5,166cm,60kg,"July 2, 1997",Paris Saint-Germain,https://fbref.com/en/players/80fc50e5/,https://fbref.com/req/202302030/images/headshots/80fc50e5_2022.jpg
Maryne Gignoux-Soulier,86f16d48,170cm,62kg,"July 15, 1996",Saint-Étienne,https://fbref.com/en/players/86f16d48/,media/logos/silueta.jpg
Vanessa Gilles,a179cd70,174cm,54kg,"March 11, 1996",Lyon,https://fbref.com/en/players/a179cd70/,https://fbref.com/req/202302030/images/headshots/a179cd70_2022.jpg
Lena Goetsch,98a9b9f8,168cm,58kg,"October 7, 1999",Dijon,https://fbref.com/en/players/98a9b9f8/,media/logos/silueta.jpg
Mélissa Gomes,faa2bf5d,167cm,57kg,"April 27, 1994",Reims,https://fbref.com/en/players/faa2bf5d/,media/logos/silueta.jpg
Ornella Graziani,cfb4f967,,,"August 19, 2007",Paris Saint-Germain,https://fbref.com/en/players/cfb4f967/,media/logos/silueta.jpg
Théa Greboval,54325fac,168cm,60kg,"April 5, 1997",Paris FC,https://fbref.com/en/players/54325fac/,media/logos/silueta.jpg
Małgorzata Grec,d248a6a9,182cm,76kg,"September 11, 1999",Dijon,https://fbref.com/en/players/d248a6a9/,media/logos/silueta.jpg
Jackie Groenen,6698c9f0,164cm,59kg,"December 17, 1994",Paris Saint-Germain,https://fbref.com/en/players/6698c9f0/,https://fbref.com/req/202302030/images/headshots/6698c9f0_2022.jpg
Lola Gstalter,1ed512d5,164cm,49kg,"July 13, 2005",Montpellier,https://fbref.com/en/players/1ed512d5/,media/logos/silueta.jpg
Sofia Guellati,8e6b4287,165cm,,"July 9, 1992",Guingamp,https://fbref.com/en/players/8e6b4287/,media/logos/silueta.jpg
Mia Gyau,e0300f15,,,"June 22, 1998",Reims,https://fbref.com/en/players/e0300f15/,media/logos/silueta.jpg
Marion Haelewyn,4efb8e7a,,,"October 30, 2004",Reims,https://fbref.com/en/players/4efb8e7a/,https://fbref.com/req/202302030/images/headshots/4efb8e7a_2022.jpg
Laurine Hannequin,0a1ea531,168cm,,"June 15, 2003",Strasbourg,https://fbref.com/en/players/0a1ea531/,media/logos/silueta.jpg
Ada Hegerberg,3a6b01d9,176cm,69kg,"July 10, 1995",Lyon,https://fbref.com/en/players/3a6b01d9/,https://fbref.com/req/202302030/images/headshots/3a6b01d9_2022.jpg
Manon Heil,e617f92c,173cm,68kg,"March 11, 1997",Reims,https://fbref.com/en/players/e617f92c/,media/logos/silueta.jpg
Fanny Hoarau,ebcf4ef2,161cm,53kg,"July 6, 1994",Strasbourg,https://fbref.com/en/players/ebcf4ef2/,media/logos/silueta.jpg
Mégane Hoeltzel,72061ce3,162cm,53kg,"April 21, 2003",Strasbourg,https://fbref.com/en/players/72061ce3/,media/logos/silueta.jpg
Lindsey Horan,a8a538a8,175cm,76kg,"May 26, 1994",Lyon,https://fbref.com/en/players/a8a538a8/,https://fbref.com/req/202302030/images/headshots/a8a538a8_2022.jpg
Sofia Huerta,570faa60,170cm,63kg,"December 14, 1992",Lyon,https://fbref.com/en/players/570faa60/,https://fbref.com/req/202302030/images/headshots/570faa60_2022.jpg
Sarah Hunter,ade725c5,177cm,79kg,"October 7, 2003",Paris FC,https://fbref.com/en/players/ade725c5/,media/logos/silueta.jpg
Oceane Hurtre,16d4e9a9,167cm,58kg,"February 17, 2004",Paris Saint-Germain,https://fbref.com/en/players/16d4e9a9/,https://fbref.com/req/202302030/images/headshots/16d4e9a9_2022.jpg
Sarah Jankovska,ef709b6b,163cm,63kg,"August 13, 1999",Dijon,https://fbref.com/en/players/ef709b6b/,media/logos/silueta.jpg
Inès Jaurena,864383e7,160cm,55kg,"May 14, 1991",Fleury,https://fbref.com/en/players/864383e7/,media/logos/silueta.jpg
Klaudia Jedlińska,0c9ade25,163cm,49kg,"February 9, 2000",Dijon,https://fbref.com/en/players/0c9ade25/,media/logos/silueta.jpg
Emmy Jezequel,eb9cc62a,162cm,58kg,"February 21, 2001",Strasbourg,https://fbref.com/en/players/eb9cc62a/,media/logos/silueta.jpg
Taeryne Job,158dde4e,161cm,,"July 10, 2006",Saint-Étienne,https://fbref.com/en/players/158dde4e/,media/logos/silueta.jpg
Liana Joseph,3f969d9b,165cm,58kg,"August 15, 2006",Strasbourg,https://fbref.com/en/players/3f969d9b/,https://fbref.com/req/202302030/images/headshots/3f969d9b_2022.jpg
Mathilde Kack,b24fc406,169cm,72kg,"March 26, 2000",Reims,https://fbref.com/en/players/b24fc406/,https://fbref.com/req/202302030/images/headshots/b24fc406_2022.jpg
Rose Kadzere,82ac52a7,,,"June 16, 2006",Montpellier,https://fbref.com/en/players/82ac52a7/,media/logos/silueta.jpg
Ewelina Kamczyk,21699b45,165cm,53kg,"February 22, 1996",Fleury,https://fbref.com/en/players/21699b45/,media/logos/silueta.jpg
Merveille Kanjinga,a51617d7,171cm,,"February 1, 2003",Paris Saint-Germain,https://fbref.com/en/players/a51617d7/,media/logos/silueta.jpg
Sakina Karchaoui,cf7cde06,160cm,53kg,"January 26, 1996",Paris Saint-Germain,https://fbref.com/en/players/cf7cde06/,https://fbref.com/req/202302030/images/headshots/cf7cde06_2022.jpg
Sarah Kassi,db446dab,165cm,59kg,"September 9, 2003",Fleury,https://fbref.com/en/players/db446dab/,https://fbref.com/req/202302030/images/headshots/db446dab_2022.jpg
Marie-Antoinette Katoto,bb410065,176cm,59kg,"November 1, 1998",Paris Saint-Germain,https://fbref.com/en/players/bb410065/,https://fbref.com/req/202302030/images/headshots/bb410065_2022.jpg
Grace Kazadi,47898b58,163cm,58kg,"January 31, 2001",Guingamp,https://fbref.com/en/players/47898b58/,https://fbref.com/req/202302030/images/headshots/47898b58_2022.jpg
Lea Khelifi,e1881e2a,169cm,63kg,"May 12, 1999",Montpellier,https://fbref.com/en/players/e1881e2a/,https://fbref.com/req/202302030/images/headshots/e1881e2a_2022.jpg
Pilar Khoury,bd2aadb0,162cm,,"August 25, 1994",Strasbourg,https://fbref.com/en/players/bd2aadb0/,https://fbref.com/req/202302030/images/headshots/bd2aadb0_2022.jpg
Katarzyna Kiedrzynek,61edfc33,180cm,63kg,"March 19, 1991",Paris Saint-Germain,https://fbref.com/en/players/61edfc33/,https://fbref.com/req/202302030/images/headshots/61edfc33_2022.jpg
Louise Kleczewski,4d787c01,,,"May 9, 2006",Le Havre,https://fbref.com/en/players/4d787c01/,media/logos/silueta.jpg
Inès Konan,b789a81a,165cm,50kg,"January 8, 2002",Fleury,https://fbref.com/en/players/b789a81a/,media/logos/silueta.jpg
Dominika Kopińska,a5d5a749,174cm,63kg,"October 11, 1999",Fleury,https://fbref.com/en/players/a5d5a749/,media/logos/silueta.jpg
Kaja Korošec,06af1528,170cm,62kg,"November 17, 2001",Paris FC,https://fbref.com/en/players/06af1528/,media/logos/silueta.jpg
Eva Kouache,b0c1f2f2,163cm,53kg,"January 7, 2000",Le Havre,https://fbref.com/en/players/b0c1f2f2/,https://fbref.com/req/202302030/images/headshots/b0c1f2f2_2022.jpg
Nadia Krezyman,209efb89,166cm,,"June 22, 2004",Dijon,https://fbref.com/en/players/209efb89/,media/logos/silueta.jpg
Luna Laboucarie,024e1f63,,,"April 28, 2008",Le Havre,https://fbref.com/en/players/024e1f63/,media/logos/silueta.jpg
Mana Lamine,ad471cb1,"June 15, 2005",(Age: 19-289d),"June 15, 2005",Reims,https://fbref.com/en/players/ad471cb1/,https://fbref.com/req/202302030/images/headshots/ad471cb1_2022.jpg
Alexandria Lamontagne,9fabe673,168cm,64kg,"July 27, 1996",Saint-Étienne,https://fbref.com/en/players/9fabe673/,media/logos/silueta.jpg
Elisa Launay,23d42688,169cm,62kg,"September 9, 1997",Reims,https://fbref.com/en/players/23d42688/,media/logos/silueta.jpg
Rose Lavaud,bf4fd8b8,158cm,53kg,"April 6, 1992",Dijon,https://fbref.com/en/players/bf4fd8b8/,media/logos/silueta.jpg
Eden Le Guilly,286f29bd,,,"November 25, 2005",Le Havre,https://fbref.com/en/players/286f29bd/,media/logos/silueta.jpg
Jade Le Guilly,937e27c5,171cm,63kg,"June 18, 2002",Paris Saint-Germain,https://fbref.com/en/players/937e27c5/,media/logos/silueta.jpg
Lauraleen Le Lan,e93d0a7d,,,"March 13, 2006",Guingamp,https://fbref.com/en/players/e93d0a7d/,media/logos/silueta.jpg
Anaele Le Moguedec,3ed3d136,,,"December 6, 2001",Reims,https://fbref.com/en/players/3ed3d136/,media/logos/silueta.jpg
Margaux Le Mouël,f46aa87e,169cm,55kg,"August 8, 2001",Paris FC,https://fbref.com/en/players/f46aa87e/,media/logos/silueta.jpg
Eugénie Le Sommer,1139a223,161cm,58kg,"May 18, 1989",Lyon,https://fbref.com/en/players/1139a223/,https://fbref.com/req/202302030/images/headshots/1139a223_2022.jpg
Leann Ledauphin,6a0c71f1,,,"March 5, 2007",Le Havre,https://fbref.com/en/players/6a0c71f1/,media/logos/silueta.jpg
Emmy Lefèvre,8d83b26a,,,"November 23, 2008",Le Havre,https://fbref.com/en/players/8d83b26a/,media/logos/silueta.jpg
Justine Lerond,5b0437e0,169cm,73kg,"February 29, 2000",Montpellier,https://fbref.com/en/players/5b0437e0/,https://fbref.com/req/202302030/images/headshots/5b0437e0_2022.jpg
Léane Lescop,36248cda,,,"March 30, 2007",Guingamp,https://fbref.com/en/players/36248cda/,media/logos/silueta.jpg
Romée Leuchter,74d0ff92,174cm,59kg,"January 12, 2001",Paris Saint-Germain,https://fbref.com/en/players/74d0ff92/,https://fbref.com/req/202302030/images/headshots/74d0ff92_2022.jpg
Marie Levasseur,40305f36,170cm,63kg,"May 18, 1997",Montpellier,https://fbref.com/en/players/40305f36/,media/logos/silueta.jpg
Fiona Liaigre,ff5d9386,162cm,55kg,"January 5, 2005",Paris FC,https://fbref.com/en/players/ff5d9386/,media/logos/silueta.jpg
Lisa Lichtfus,a484af3a,172cm,59kg,"December 28, 1999",Le Havre,https://fbref.com/en/players/a484af3a/,https://fbref.com/req/202302030/images/headshots/a484af3a_2022.jpg
Batcheba Louis,a329b744,165cm,55kg,"June 15, 1997",Fleury,https://fbref.com/en/players/a329b744/,https://fbref.com/req/202302030/images/headshots/a329b744_2022.jpg
Kethna Louis,4b878100,170cm,68kg,"August 5, 1996",Montpellier,https://fbref.com/en/players/4b878100/,https://fbref.com/req/202302030/images/headshots/4b878100_2022.jpg
