Player,Player_ID,Height,Weight,Birth_Date,Club,Player_URL,Photo
Emma Loving,6ed30a82,168cm,57kg,"March 5, 1998",Strasbourg,https://fbref.com/en/players/6ed30a82/,media/logos/silueta.jpg
Julie Machart,a45cdced,154cm,48kg,"April 18, 1989",Nantes,https://fbref.com/en/players/a45cdced/,media/logos/silueta.jpg
Clémence Mairot,9297512e,166cm,,"May 27, 2002",Strasbourg,https://fbref.com/en/players/9297512e/,media/logos/silueta.jpg
Amel Majri,13fcdd4d,164cm,53kg,"January 25, 1993",Lyon,https://fbref.com/en/players/13fcdd4d/,https://fbref.com/req/202302030/images/headshots/13fcdd4d_2022.jpg
Maéva Maniouloux,7a97c896,,,"March 29, 2006",Saint-Étienne,https://fbref.com/en/players/7a97c896/,media/logos/silueta.jpg
Héloïse Mansuy,7f820794,168cm,53kg,"February 13, 1997",Le Havre,https://fbref.com/en/players/7f820794/,media/logos/silueta.jpg
Assimina Maoulida,6c83d45e,,,"January 30, 2002",Reims,https://fbref.com/en/players/6c83d45e/,media/logos/silueta.jpg
Danielle Marcano,1d49867d,170cm,58kg,"August 20, 1997",Nantes,https://fbref.com/en/players/1d49867d/,media/logos/silueta.jpg
Dzsenifer Marozsán,dd841e78,171cm,49kg,"April 18, 1992",Lyon,https://fbref.com/en/players/dd841e78/,https://fbref.com/req/202302030/images/headshots/dd841e78_2022.jpg
Inès Marques,4c0b9979,169cm,59kg,"March 25, 2004",Paris FC,https://fbref.com/en/players/4c0b9979/,https://fbref.com/req/202302030/images/headshots/4c0b9979_2022.jpg
Lisa Martinez,2604b306,172cm,58kg,"June 13, 2000",Saint-Étienne,https://fbref.com/en/players/2604b306/,media/logos/silueta.jpg
Morgane Martins,65a183c4,155cm,49kg,"January 3, 1998",Fleury,https://fbref.com/en/players/65a183c4/,media/logos/silueta.jpg
Kayza Massey,aaf218d7,175cm,,"February 2, 2001",Reims,https://fbref.com/en/players/aaf218d7/,media/logos/silueta.jpg
Clara Matéo,acd235bb,168cm,57kg,"November 28, 1997",Paris FC,https://fbref.com/en/players/acd235bb/,https://fbref.com/req/202302030/images/headshots/acd235bb_2022.jpg
Easther Mayi Kith,f1a08552,172cm,54kg,"March 28, 1997",Saint-Étienne,https://fbref.com/en/players/f1a08552/,media/logos/silueta.jpg
Jessica Mazo,bbf8db33,155cm,,"July 9, 2001",,https://fbref.com/en/players/bbf8db33/,media/logos/silueta.jpg
Esther Mbakem-Niaro,3b900b1e,180cm,71kg,"January 7, 2002",Montpellier,https://fbref.com/en/players/3b900b1e/,media/logos/silueta.jpg
Griedge Mbock Bathy,50b843b1,172cm,63kg,"February 26, 1995",Paris Saint-Germain,https://fbref.com/en/players/50b843b1/,https://fbref.com/req/202302030/images/headshots/50b843b1_2022.jpg
Tegan McGrady,72927bcb,167cm,58kg,"October 11, 1997",Dijon,https://fbref.com/en/players/72927bcb/,media/logos/silueta.jpg
Claudine Meffometou,639cddba,163cm,63kg,"July 1, 1990",Fleury,https://fbref.com/en/players/639cddba/,https://fbref.com/req/202302030/images/headshots/639cddba_2022.jpg
Maeline Mendy,49e6f731,167cm,59kg,"December 26, 2006",Strasbourg,https://fbref.com/en/players/49e6f731/,https://fbref.com/req/202302030/images/headshots/49e6f731_2022.jpg
Mélinda Mendy,65b0b832,170cm,58kg,"December 21, 2006",Le Havre,https://fbref.com/en/players/65b0b832/,https://fbref.com/req/202302030/images/headshots/65b0b832_2022.jpg
Marie Morgane Sieber,2e0450e7,175cm,66kg,"July 15, 2002",Guingamp,https://fbref.com/en/players/2e0450e7/,media/logos/silueta.jpg
Juliette Mossard,0a807d46,161cm,58kg,"July 9, 2005",Nantes,https://fbref.com/en/players/0a807d46/,https://fbref.com/req/202302030/images/headshots/0a807d46_2022.jpg
Naomie Moutombi,3de43010,,,"April 28, 2007",Paris FC,https://fbref.com/en/players/3de43010/,media/logos/silueta.jpg
Marie Mulot,65d0d86e,,,"March 5, 2006",Paris FC,https://fbref.com/en/players/65d0d86e/,media/logos/silueta.jpg
Jade Nassi,ff3a64fb,164cm,,"April 26, 2003",Reims,https://fbref.com/en/players/ff3a64fb/,media/logos/silueta.jpg
Melween Ndongala,637d84ed,166cm,58kg,"September 6, 2004",Paris FC,https://fbref.com/en/players/637d84ed/,media/logos/silueta.jpg
Colette Ndzana,64b21398,163cm,52kg,"July 19, 2000",Reims,https://fbref.com/en/players/64b21398/,media/logos/silueta.jpg
Elma Nelhage,267d846d,178cm,,"May 21, 2003",Lyon,https://fbref.com/en/players/267d846d/,https://fbref.com/req/202302030/images/headshots/267d846d_2022.jpg
Chloé Neller,b0da1f77,170cm,58kg,"May 13, 2004",Strasbourg,https://fbref.com/en/players/b0da1f77/,https://fbref.com/req/202302030/images/headshots/b0da1f77_2022.jpg
Monique Ngock,8cedae3a,"September 17, 2004",(Age: 20-195d),"September 17, 2004",Reims,https://fbref.com/en/players/8cedae3a/,https://fbref.com/req/202302030/images/headshots/8cedae3a_2022.jpg
Soufiya Ngueleu,3a3f1bfd,172cm,76kg,"December 11, 2004",Montpellier,https://fbref.com/en/players/3a3f1bfd/,https://fbref.com/req/202302030/images/headshots/3a3f1bfd_2022.jpg
Chiamaka Nnadozie,cb4cf8e0,174cm,55kg,"December 8, 2000",Paris FC,https://fbref.com/en/players/cb4cf8e0/,https://fbref.com/req/202302030/images/headshots/cb4cf8e0_2022.jpg
Léa Notel,612c0817,,,"October 3, 2004",Reims,https://fbref.com/en/players/612c0817/,https://fbref.com/req/202302030/images/headshots/612c0817_2022.jpg
Agathe Ollivier,f79bcdf7,166cm,63kg,"April 2, 1998",Guingamp,https://fbref.com/en/players/f79bcdf7/,media/logos/silueta.jpg
Ifeoma Onumonu,6d1e0c6b,178cm,,"February 25, 1994",Montpellier,https://fbref.com/en/players/6d1e0c6b/,https://fbref.com/req/202302030/images/headshots/6d1e0c6b_2022.jpg
Sonia Ouchene,6d376b1a,158cm,52kg,"March 14, 2000",Montpellier,https://fbref.com/en/players/6d376b1a/,media/logos/silueta.jpg
Amira Ould Braham,b1fe447a,,,,,https://fbref.com/en/players/b1fe447a/,media/logos/silueta.jpg
Célina Ould Hocine,2e2b11cb,167cm,54kg,"February 3, 2002",Paris FC,https://fbref.com/en/players/2e2b11cb/,media/logos/silueta.jpg
Wassilah Pacaud,5dfe568c,172cm,60kg,"September 22, 2005",Guingamp,https://fbref.com/en/players/5dfe568c/,media/logos/silueta.jpg
Ella Palis,d755ecf3,164cm,59kg,"March 24, 1999",Montpellier,https://fbref.com/en/players/d755ecf3/,https://fbref.com/req/202302030/images/headshots/d755ecf3_2022.jpg
Julie Pasquereau,72c15fcf,176cm,63kg,"July 8, 1994",Nantes,https://fbref.com/en/players/72c15fcf/,media/logos/silueta.jpg
Leila Peneau,4f1d1d84,164cm,53kg,"March 25, 2002",Guingamp,https://fbref.com/en/players/4f1d1d84/,media/logos/silueta.jpg
Alison Peniguel,3a9d97e2,170cm,59kg,"July 29, 1998",Guingamp,https://fbref.com/en/players/3a9d97e2/,media/logos/silueta.jpg
Marine Perea,51e0f0d0,163cm,58kg,"October 1, 2000",,https://fbref.com/en/players/51e0f0d0/,media/logos/silueta.jpg
Ève Périsset,70bcb789,160cm,54kg,"December 24, 1994",Strasbourg,https://fbref.com/en/players/70bcb789/,https://fbref.com/req/202302030/images/headshots/70bcb789_2022.jpg
Cindy Perrault,8f997d3b,172cm,63kg,"January 26, 1996",Guingamp,https://fbref.com/en/players/8f997d3b/,media/logos/silueta.jpg
Marie Petiteau,0f2bb0d5,180cm,68kg,"June 12, 2002",Montpellier,https://fbref.com/en/players/0f2bb0d5/,media/logos/silueta.jpg
Samiah Phiri,0ed90996,173cm,,"January 14, 2003",Nantes,https://fbref.com/en/players/0ed90996/,media/logos/silueta.jpg
Océane Picard,5dcdffe9,169cm,60kg,"April 21, 2002",Dijon,https://fbref.com/en/players/5dcdffe9/,media/logos/silueta.jpg
Constance Picaud,78790d43,180cm,62kg,"July 5, 1998",Fleury,https://fbref.com/en/players/78790d43/,https://fbref.com/req/202302030/images/headshots/78790d43_2022.jpg
Amandine Pierre-Louis,ee96f6f2,170cm,,"February 18, 1995",Saint-Étienne,https://fbref.com/en/players/ee96f6f2/,media/logos/silueta.jpg
Alice Pinguet,ccc84fcc,174cm,64kg,"June 29, 2002",Dijon,https://fbref.com/en/players/ccc84fcc/,media/logos/silueta.jpg
Viktoria Pinther,13daaa8e,166cm,59kg,"October 16, 1998",Dijon,https://fbref.com/en/players/13daaa8e/,https://fbref.com/req/202302030/images/headshots/13daaa8e_2022.jpg
Lalie Rageot,ddc42beb,,,"January 8, 2006",Nantes,https://fbref.com/en/players/ddc42beb/,media/logos/silueta.jpg
Elisa Rambaud,def29a5b,163cm,54kg,"July 24, 2006",Montpellier,https://fbref.com/en/players/def29a5b/,media/logos/silueta.jpg
Jade Rastocle,a422a650,168cm,58kg,"July 12, 2004",Montpellier,https://fbref.com/en/players/a422a650/,https://fbref.com/req/202302030/images/headshots/a422a650_2022.jpg
Andrea Recio,b5a93f45,169cm,55kg,"July 30, 2000",Nantes,https://fbref.com/en/players/b5a93f45/,media/logos/silueta.jpg
Maïwen Renard,45015f12,173cm,62kg,"April 4, 2003",Guingamp,https://fbref.com/en/players/45015f12/,https://fbref.com/req/202302030/images/headshots/45015f12_2022.jpg
Wendie Renard,6a1b832a,187cm,69kg,"July 20, 1990",Lyon,https://fbref.com/en/players/6a1b832a/,https://fbref.com/req/202302030/images/headshots/6a1b832a_2022.jpg
Louna Ribadeira,fd4595fd,165cm,58kg,"August 18, 2004",Everton,https://fbref.com/en/players/fd4595fd/,https://fbref.com/req/202302030/images/headshots/fd4595fd_2022.jpg
Anaïs Ribeyra,5bb3501c,169cm,68kg,"May 5, 1992",Guingamp,https://fbref.com/en/players/5bb3501c/,media/logos/silueta.jpg
Faustine Robert,f0e75d97,165cm,49kg,"May 18, 1994",Fleury,https://fbref.com/en/players/f0e75d97/,media/logos/silueta.jpg
Camille Robillard,ff37f058,165cm,57kg,"February 25, 2005",Nantes,https://fbref.com/en/players/ff37f058/,media/logos/silueta.jpg
Kenza Roche Dufour,6aeed134,,,"August 3, 2007",Paris FC,https://fbref.com/en/players/6aeed134/,media/logos/silueta.jpg
Nelly Rodrigues,c50cb8f5,161cm,54kg,"May 27, 2003",Nantes,https://fbref.com/en/players/c50cb8f5/,media/logos/silueta.jpg
Manja Rogan,7af83c18,163cm,,"October 22, 1995",Nantes,https://fbref.com/en/players/7af83c18/,https://fbref.com/req/202302030/images/headshots/7af83c18_2022.jpg
Marion Romanelli,fbca85e7,163cm,52kg,"July 24, 1996",Saint-Étienne,https://fbref.com/en/players/fbca85e7/,media/logos/silueta.jpg
Madeline Roth,31925366,173cm,62kg,"September 16, 2001",Le Havre,https://fbref.com/en/players/31925366/,media/logos/silueta.jpg
Justine Rouquet,559c3df1,164cm,57kg,"June 6, 2007",Montpellier,https://fbref.com/en/players/559c3df1/,media/logos/silueta.jpg
Thiniba Samoura,287b31a3,172cm,59kg,"February 11, 2004",Paris Saint-Germain,https://fbref.com/en/players/287b31a3/,media/logos/silueta.jpg
Hawa Sangare,751384ab,,,"July 20, 2002",Reims,https://fbref.com/en/players/751384ab/,media/logos/silueta.jpg
Wassa Sangare,4151e701,172cm,63kg,"March 16, 2006",Le Havre,https://fbref.com/en/players/4151e701/,media/logos/silueta.jpg
Maëlle Seguin,b8fa5d9c,168cm,59kg,"July 18, 2004",Guingamp,https://fbref.com/en/players/b8fa5d9c/,https://fbref.com/req/202302030/images/headshots/b8fa5d9c_2022.jpg
Talila Seika,113c0668,,,"April 21, 2008",Le Havre,https://fbref.com/en/players/113c0668/,media/logos/silueta.jpg
Teninsoun Sissoko,84bb63a4,173cm,64kg,"September 2, 1992",Paris FC,https://fbref.com/en/players/84bb63a4/,https://fbref.com/req/202302030/images/headshots/84bb63a4_2022.jpg
Lana Smits,4512f7a9,,,"January 24, 2005",Fleury,https://fbref.com/en/players/4512f7a9/,media/logos/silueta.jpg
Alice Sombath,a411a17d,167cm,59kg,"October 16, 2003",Lyon,https://fbref.com/en/players/a411a17d/,media/logos/silueta.jpg
Zoé Stiévenart,b4b14a9c,166cm,58kg,"February 12, 2002",Le Havre,https://fbref.com/en/players/b4b14a9c/,media/logos/silueta.jpg
Sarah Stratigakis,60428a32,161cm,,"March 7, 1999",Saint-Étienne,https://fbref.com/en/players/60428a32/,https://fbref.com/req/202302030/images/headshots/60428a32_2022.jpg
Eva Sumo,0b3b747b,169cm,58kg,"December 7, 1993",Nantes,https://fbref.com/en/players/0b3b747b/,media/logos/silueta.jpg
Sofie Svava,c4a096ef,173cm,67kg,"August 11, 2000",Lyon,https://fbref.com/en/players/c4a096ef/,https://fbref.com/req/202302030/images/headshots/c4a096ef_2022.jpg
Julie Swierot,17c93fe7,,,"March 14, 2006",Reims,https://fbref.com/en/players/17c93fe7/,media/logos/silueta.jpg
Kysha Sylla,b86a8726,173cm,67kg,"February 4, 2004",Washington Spirit,https://fbref.com/en/players/b86a8726/,media/logos/silueta.jpg
Katriina Talaslahti,6bb6770e,181cm,68kg,"September 21, 2000",Dijon,https://fbref.com/en/players/6bb6770e/,https://fbref.com/req/202302030/images/headshots/6bb6770e_2022.jpg
Chloé Tapia,ac94b704,164cm,55kg,"May 30, 2002",Saint-Étienne,https://fbref.com/en/players/ac94b704/,media/logos/silueta.jpg
Tarciane,15e54143,,,"May 27, 2003",Lyon,https://fbref.com/en/players/15e54143/,media/logos/silueta.jpg
Kate Taylor,0c9fd179,178cm,62kg,"October 21, 2003",Dijon,https://fbref.com/en/players/0c9fd179/,media/logos/silueta.jpg
Anaelle Tchakounte,ef6c717d,174cm,64kg,"August 25, 2003",Strasbourg,https://fbref.com/en/players/ef6c717d/,media/logos/silueta.jpg
Djenna-Léna Tene,8b03574e,,,"August 10, 2007",Saint-Étienne,https://fbref.com/en/players/8b03574e/,media/logos/silueta.jpg
Meriame Terchoun,71802b74,162cm,53kg,"October 27, 1995",Dijon,https://fbref.com/en/players/71802b74/,https://fbref.com/req/202302030/images/headshots/71802b74_2022.jpg
Gaëtane Thiney,8a91b0e9,170cm,60kg,"October 28, 1985",Paris FC,https://fbref.com/en/players/8a91b0e9/,https://fbref.com/req/202302030/images/headshots/8a91b0e9_2022.jpg
Inès Tisserand,06af14e3,174cm,,"February 14, 2005",Dijon,https://fbref.com/en/players/06af14e3/,media/logos/silueta.jpg
Marion Torrent,1859fd04,164cm,55kg,"April 17, 1992",Montpellier,https://fbref.com/en/players/1859fd04/,https://fbref.com/req/202302030/images/headshots/1859fd04_2022.jpg
Aada Törrönen,cb574197,,,"May 25, 1998",Guingamp,https://fbref.com/en/players/cb574197/,media/logos/silueta.jpg
Aïssatou Tounkara,d41e4956,174cm,59kg,"March 16, 1995",Fleury,https://fbref.com/en/players/d41e4956/,https://fbref.com/req/202302030/images/headshots/d41e4956_2022.jpg
Imane Touriss,faf3d7e3,167cm,58kg,"February 11, 2005",Guingamp,https://fbref.com/en/players/faf3d7e3/,media/logos/silueta.jpg
Aissata Traoré,310cadde,,,,,https://fbref.com/en/players/310cadde/,media/logos/silueta.jpg
Manssita Traore,17aee221,163cm,57kg,"September 9, 2003",Paris Saint-Germain,https://fbref.com/en/players/17aee221/,media/logos/silueta.jpg
Naolia Traore,b396a5da,,,"January 22, 2006",Paris Saint-Germain,https://fbref.com/en/players/b396a5da/,media/logos/silueta.jpg
Lou Tsé,7a033b8c,173cm,68kg,"December 7, 2002",Le Havre,https://fbref.com/en/players/7a033b8c/,media/logos/silueta.jpg
Chinaza Uchendu,bf3af907,172cm,63kg,"December 3, 1997",Nantes,https://fbref.com/en/players/bf3af907/,https://fbref.com/req/202302030/images/headshots/bf3af907_2022.jpg
Manon Uffren,9f38edb1,169cm,54kg,"June 2, 1997",Nantes,https://fbref.com/en/players/9f38edb1/,media/logos/silueta.jpg
Naomie Vagre,fc00c37e,169cm,57kg,"January 3, 2001",Nantes,https://fbref.com/en/players/fc00c37e/,media/logos/silueta.jpg
Margaux Vairon,d01beaf7,166cm,49kg,"April 24, 2003",Dijon,https://fbref.com/en/players/d01beaf7/,https://fbref.com/req/202302030/images/headshots/d01beaf7_2022.jpg
Manon Wahl,cd7e7634,170cm,,"June 27, 2001",Strasbourg,https://fbref.com/en/players/cd7e7634/,media/logos/silueta.jpg
Morgan White,d4f7c28e,,,"August 22, 2001",Reims,https://fbref.com/en/players/d4f7c28e/,media/logos/silueta.jpg
Wang Yanwen,582c8dc4,173cm,58kg,"March 27, 1999",Dijon,https://fbref.com/en/players/582c8dc4/,https://fbref.com/req/202302030/images/headshots/582c8dc4_2022.jpg
Wiktoria Zieniewicz,ab09875a,,,"May 9, 2002",Basel,https://fbref.com/en/players/ab09875a/,media/logos/silueta.jpg
