Player,Player_ID,Height,Weight,Birth_Date,Club,Player_URL,Photo
Yolanda Aguirre,150b2d3b,,,"October 23, 1998",,https://fbref.com/en/players/150b2d3b/,media/logos/silueta.jpg
Julia Arrula,6d8746b6,,,"January 29, 2006",,https://fbref.com/en/players/6d8746b6/,media/logos/silueta.jpg
Eunate Astralaga,be108a4b,186cm,,"November 30, 2005",,https://fbref.com/en/players/be108a4b/,media/logos/silueta.jpg
Antonia Canales,6f05fe4b,174cm,58kg,"October 16, 2002",,https://fbref.com/en/players/6f05fe4b/,https://fbref.com/req/202302030/images/headshots/6f05fe4b_2022.jpg
Mylène Chavas,686c3561,178cm,,"January 7, 1998",Real Madrid,https://fbref.com/en/players/686c3561/,https://fbref.com/req/202302030/images/headshots/686c3561_2022.jpg
Cata Coll,30e9ca1d,170cm,,"April 23, 2001",Barcelona,https://fbref.com/en/players/30e9ca1d/,https://fbref.com/req/202302030/images/headshots/30e9ca1d_2022.jpg
Laura Coronado,3a1ec1ac,,,"April 6, 2003",,https://fbref.com/en/players/3a1ec1ac/,media/logos/silueta.jpg
María Echezarreta,9f3d4148,,,"November 19, 2001",,https://fbref.com/en/players/9f3d4148/,media/logos/silueta.jpg
Sandra Estévez,413f531d,,,"July 5, 2002",,https://fbref.com/en/players/413f531d/,media/logos/silueta.jpg
Gemma Font,099fcb44,,,"November 7, 1999",Barcelona,https://fbref.com/en/players/099fcb44/,https://fbref.com/req/202302030/images/headshots/099fcb44_2022.jpg
Dolores Gallardo,f72a5093,172cm,57kg,"June 10, 1993",Atlético Madrid,https://fbref.com/en/players/f72a5093/,https://fbref.com/req/202302030/images/headshots/f72a5093_2022.jpg
Noelia García,c3aa89f3,,,"September 25, 1992",,https://fbref.com/en/players/c3aa89f3/,media/logos/silueta.jpg
Noelia Gil,8503738e,,,"May 23, 1994",,https://fbref.com/en/players/8503738e/,media/logos/silueta.jpg
Yohana Gómez,e7a6d403,168cm,58kg,"January 20, 1994",,https://fbref.com/en/players/e7a6d403/,media/logos/silueta.jpg
Emma Holmgren,6a3e025f,,,"May 13, 1997",Levante,https://fbref.com/en/players/6a3e025f/,https://fbref.com/req/202302030/images/headshots/6a3e025f_2022.jpg
Patricia Larqué,144af1b3,,,"May 2, 1992",Atlético Madrid,https://fbref.com/en/players/144af1b3/,media/logos/silueta.jpg
Elene Lete,f80fa3e9,,,"May 7, 2002",Real Sociedad,https://fbref.com/en/players/f80fa3e9/,media/logos/silueta.jpg
María López,8fd92426,174cm,,"November 26, 2002",,https://fbref.com/en/players/8fd92426/,media/logos/silueta.jpg
María Miralles,f2f4cb4d,,,"May 28, 1997",,https://fbref.com/en/players/f2f4cb4d/,media/logos/silueta.jpg
Adriana Nanclares,16417575,,,"May 9, 2002",Real Sociedad,https://fbref.com/en/players/16417575/,media/logos/silueta.jpg
Inês Pereira,29d7939c,168cm,,"May 26, 1999",,https://fbref.com/en/players/29d7939c/,https://fbref.com/req/202302030/images/headshots/29d7939c_2022.jpg
Noelia Ramos,254360d0,,,"February 10, 1999",,https://fbref.com/en/players/254360d0/,media/logos/silueta.jpg
Martina Rivas,92a7942d,,,"June 23, 2006",,https://fbref.com/en/players/92a7942d/,media/logos/silueta.jpg
Misa Rodríguez,c165d140,173cm,,"July 22, 1999",Real Madrid,https://fbref.com/en/players/c165d140/,https://fbref.com/req/202302030/images/headshots/c165d140_2022.jpg
Ellie Roebuck,16d7db66,173cm,,"September 23, 1999",Barcelona,https://fbref.com/en/players/16d7db66/,https://fbref.com/req/202302030/images/headshots/16d7db66_2022.jpg
Belén Ruíz,41c3dfa8,,,"April 12, 2004",Real Madrid,https://fbref.com/en/players/41c3dfa8/,media/logos/silueta.jpg
Enith Salón,ea5ef13c,167cm,,"September 24, 2001",,https://fbref.com/en/players/ea5ef13c/,https://fbref.com/req/202302030/images/headshots/ea5ef13c_2022.jpg
Romane Salvador,2e633e3c,170cm,67kg,"May 9, 1998",,https://fbref.com/en/players/2e633e3c/,media/logos/silueta.jpg
Laura Sánchez,3bfb5760,,,"June 15, 2006",,https://fbref.com/en/players/3bfb5760/,media/logos/silueta.jpg
Olatz Santana,2f9822ca,,,"May 8, 1997",Real Sociedad,https://fbref.com/en/players/2f9822ca/,media/logos/silueta.jpg
Mar Segarra,d7119c27,,,"July 5, 2001",,https://fbref.com/en/players/d7119c27/,media/logos/silueta.jpg
Esther Sullastres,c77bcf9b,174cm,,"March 20, 1993",,https://fbref.com/en/players/c77bcf9b/,media/logos/silueta.jpg
Andrea Tarazona,08fce5a6,,,"March 21, 2004",,https://fbref.com/en/players/08fce5a6/,media/logos/silueta.jpg
Paola Ulloa,27c88dfc,164cm,,"December 26, 1996",,https://fbref.com/en/players/27c88dfc/,media/logos/silueta.jpg
Paula Vizoso,ee2552c1,,,"February 17, 2000",,https://fbref.com/en/players/ee2552c1/,media/logos/silueta.jpg
