Player,Nation,Squad,Posición Principal,Posición Secundaria,League,Born,MP,Min,90s,Gls,Ast,G+A,G-PK,xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,xG+xAG,npxG/90,Sh,SoT,SoT%,SoT/90,G/Sh,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,GCA,GCA90,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,xA,A-xAG,KP,pass_1/3,PPA,CrsPA,PrgP,FK_pass,BallThrough,Switch,Crs,CK_pass,Off,Blocks,Touches,touch_Def Pen,touch_Def 3rd,touch_Mid 3rd,touch_Att 3rd,touch_Att Pen,TO_Succ%,Carries,carries_TotDist,carries_PrgDist,PrgC,carries_1/3,CPA,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off/90,Tkl,TklW,tkl_Def 3rd,tkl_Mid 3rd,tkl_Att 3rd,Tkl/90,Tkl%,Blocks.1,Int,Tkl+Int,Clr,CrdY,CrdR,2CrdY,Fls,Fld,Off.1,PKwon,OG,Recov,Won,Lost,Won%
Jamilla Rankin,AUS,TSG Hoffenheim,DF,None,Frauen-Bundesliga - GER,2003,15,822,9.1,0,1,1,0,0.8,0.0,0.11,0.11,0.0,0.02,0.09,0.1,0.02,1,0,0.0,0.0,0.0,6.5,0.0,0,0,0.1,0.1,0.14,-0.1,-0.1,14.0,1.53,1.0,0.11,259.0,396.0,65.4,4568.0,2377.0,121.0,156.0,77.6,111.0,159.0,69.8,25.0,64.0,39.1,1.6,0.2,4.0,19.0,7.0,3.0,24.0,8.0,1.0,0.0,23,5.0,1.0,10.0,491.0,24.0,173.0,203.0,120.0,6.0,46.2,176.0,786.0,364.0,10.0,5.0,2.0,205.0,24.0,55.0,53.7,8,85.0,4,7,20.0,2.0,1.4,9.0,18.0,-9.0,-0.99,-1.96,27.0,22,14.0,10.0,3.0,13.0,61.9,7.0,16,43.0,21.0,0,0,0,8,9,0,0.0,0,45.0,10.0,2.0,83.3
Emily Reske,GER,FC Carl Zeiss Jena,FW,MF,Frauen-Bundesliga - GER,2005,5,29,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,0.0,0.0,7.0,13.0,53.8,136.0,24.0,4.0,7.0,57.1,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,17.0,0.0,0.0,7.0,10.0,1.0,0.0,7.0,56.0,15.0,1.0,0.0,1.0,8.0,2.0,6.0,1.9,0,0.0,0,5,6.0,6.0,0.0,0.0,4.0,-4.0,-12.41,-4.53,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0,0,0,1,1,0,0.0,0,3.0,0.0,0.0,0.0
Géraldine Reuteler,SUI,Eintracht Frankfurt,FW,MF,Frauen-Bundesliga - GER,1999,15,1276,14.2,9,5,14,9,4.9,0.63,0.35,0.99,0.63,0.41,0.35,0.76,0.41,33,19,57.6,1.34,0.27,15.9,0.0,0,0,5.8,5.8,0.18,3.2,3.2,54.0,3.81,10.0,0.71,490.0,649.0,75.5,8309.0,2245.0,232.0,281.0,82.6,203.0,257.0,79.0,44.0,70.0,62.9,3.2,0.1,29.0,53.0,22.0,5.0,58.0,6.0,2.0,2.0,31,0.0,6.0,13.0,812.0,11.0,110.0,352.0,360.0,70.0,44.4,508.0,2145.0,829.0,30.0,18.0,16.0,571.0,130.0,85.0,83.4,15,85.0,9,0,0.0,0.0,2.13,41.0,17.0,24.0,1.69,-2.37,24.0,18,8.0,10.0,6.0,13.0,59.1,16.0,18,42.0,10.0,2,0,0,11,17,8,0.0,0,87.0,4.0,8.0,33.3
Melina Reuter,GER,FC Carl Zeiss Jena,FW,MF,Frauen-Bundesliga - GER,2005,16,1117,12.4,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,14,5,35.7,0.4,0.0,22.1,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,7.0,0.56,0.0,0.0,125.0,217.0,57.6,1763.0,438.0,65.0,91.0,71.4,35.0,64.0,54.7,9.0,22.0,40.9,0.7,-0.6,3.0,9.0,7.0,3.0,7.0,0.0,0.0,1.0,11,0.0,1.0,13.0,356.0,9.0,73.0,163.0,123.0,21.0,39.1,173.0,1133.0,323.0,13.0,13.0,7.0,216.0,41.0,70.0,73.0,13,78.0,3,3,35.0,0.0,0.25,4.0,25.0,-21.0,-1.69,0.69,26.0,16,12.0,12.0,2.0,5.0,27.8,27.0,3,29.0,10.0,4,0,0,20,9,4,0.0,0,42.0,3.0,10.0,23.1
Annalena Rieke,GER,SGS Essen,MF,None,Frauen-Bundesliga - GER,1999,14,1245,13.8,3,2,5,3,0.5,0.22,0.14,0.36,0.22,0.15,0.04,0.19,0.15,16,5,31.3,0.36,0.19,15.5,0.0,0,0,2.1,2.1,0.13,0.9,0.9,18.0,1.3,2.0,0.14,349.0,438.0,79.7,6395.0,1956.0,125.0,154.0,81.2,183.0,213.0,85.9,31.0,48.0,64.6,0.2,1.5,9.0,24.0,5.0,0.0,39.0,6.0,0.0,1.0,2,0.0,1.0,8.0,628.0,51.0,257.0,304.0,76.0,23.0,55.6,299.0,1610.0,750.0,11.0,8.0,0.0,321.0,16.0,89.0,81.4,14,89.0,10,0,0.0,0.0,1.14,17.0,17.0,0.0,0.0,1.07,40.0,27,14.0,23.0,3.0,12.0,50.0,27.0,21,61.0,39.0,4,0,0,20,7,0,0.0,0,84.0,15.0,12.0,55.6
Nadine Riesen,SUI,Eintracht Frankfurt,DF,None,Frauen-Bundesliga - GER,2000,12,523,5.8,0,1,1,0,0.7,0.0,0.17,0.17,0.0,0.02,0.12,0.14,0.02,2,1,50.0,0.17,0.0,14.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,11.0,1.89,3.0,0.52,309.0,386.0,80.1,5163.0,2071.0,156.0,173.0,90.2,122.0,146.0,83.6,29.0,51.0,56.9,1.2,0.3,6.0,26.0,4.0,4.0,28.0,9.0,0.0,0.0,29,0.0,0.0,14.0,448.0,10.0,107.0,200.0,146.0,12.0,40.0,223.0,1070.0,476.0,17.0,9.0,4.0,256.0,36.0,44.0,34.2,5,79.0,3,7,18.0,5.0,2.42,25.0,4.0,21.0,3.61,0.85,10.0,8,6.0,2.0,2.0,5.0,41.7,6.0,5,15.0,11.0,1,0,0,7,4,1,0.0,0,34.0,5.0,5.0,50.0
Sara Ritter,GER,TSG Hoffenheim,DF,MF,Frauen-Bundesliga - GER,2005,3,27,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,66.7,196.0,84.0,3.0,4.0,75.0,8.0,10.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,19.0,2.0,7.0,10.0,3.0,0.0,0.0,7.0,69.0,50.0,1.0,1.0,0.0,9.0,0.0,9.0,1.8,0,0.0,0,3,9.0,7.0,0.0,0.0,3.0,-3.0,-10.0,-8.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0,0,1,0,0,0.0,0,1.0,2.0,0.0,100.0
Kaylie Ronan,USA,SV Werder Bremen,DF,None,Frauen-Bundesliga - GER,2002,4,284,3.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.63,0.0,0.0,100.0,136.0,73.5,1930.0,901.0,34.0,42.0,81.0,50.0,63.0,79.4,15.0,28.0,53.6,0.0,0.0,0.0,6.0,0.0,0.0,8.0,4.0,0.0,0.0,0,0.0,1.0,1.0,159.0,19.0,105.0,50.0,4.0,0.0,0.0,44.0,146.0,75.0,0.0,0.0,0.0,72.0,0.0,71.0,18.6,3,90.0,3,1,14.0,0.0,0.75,2.0,6.0,-4.0,-1.27,-1.07,3.0,2,3.0,0.0,0.0,2.0,50.0,3.0,5,8.0,11.0,0,0,0,0,1,0,0.0,0,5.0,1.0,2.0,33.3
Pernille Sanvig,DEN,Eintracht Frankfurt,MF,None,Frauen-Bundesliga - GER,2005,3,41,0.5,1,0,1,1,0.1,2.2,0.0,2.2,2.2,0.75,0.15,0.91,0.75,1,1,100.0,2.2,1.0,4.2,0.0,0,0,0.3,0.3,0.34,0.7,0.7,2.0,4.39,1.0,2.2,30.0,34.0,88.2,430.0,139.0,20.0,23.0,87.0,8.0,9.0,88.9,2.0,2.0,100.0,0.1,-0.1,1.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,37.0,0.0,1.0,27.0,9.0,2.0,0.0,24.0,105.0,68.0,3.0,1.0,1.0,28.0,1.0,14.0,2.7,0,0.0,0,3,14.0,12.0,3.0,7.0,0.0,7.0,15.37,7.28,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1,2.0,0.0,0,0,0,0,0,0,0.0,0,6.0,0.0,0.0,0.0
Josefine Schaller,GER,RB Leipzig,DF,None,Frauen-Bundesliga - GER,2002,3,17,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.29,0.0,0.0,5.0,7.0,71.4,61.0,46.0,3.0,3.0,100.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,0.0,5.0,3.0,2.0,0.0,50.0,5.0,39.0,18.0,0.0,0.0,0.0,6.0,2.0,6.0,1.1,0,0.0,0,3,6.0,0.0,1.33,1.0,1.0,0.0,0.0,-0.35,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0,0,0,1,1,0,0.0,0,0.0,0.0,0.0,0.0
Annabel Schasching,AUT,SC Freiburg,MF,None,Frauen-Bundesliga - GER,2002,17,1234,13.7,2,2,4,2,3.4,0.15,0.15,0.29,0.15,0.12,0.25,0.37,0.12,14,5,35.7,0.36,0.14,17.4,0.0,0,0,1.7,1.7,0.12,0.3,0.3,36.0,2.63,4.0,0.29,421.0,595.0,70.8,7464.0,2501.0,176.0,226.0,77.9,186.0,241.0,77.2,46.0,88.0,52.3,2.4,-1.4,23.0,47.0,18.0,6.0,71.0,13.0,1.0,2.0,40,19.0,6.0,14.0,725.0,19.0,156.0,385.0,189.0,23.0,56.3,334.0,1402.0,595.0,15.0,6.0,2.0,449.0,35.0,73.0,80.7,14,81.0,5,3,34.0,0.0,1.88,20.0,19.0,1.0,0.07,0.47,21.0,12,8.0,11.0,2.0,6.0,35.3,20.0,10,31.0,9.0,1,0,0,5,15,1,0.0,0,88.0,6.0,18.0,25.0
Luca Scheel,GER,Turbine Potsdam,MF,None,Frauen-Bundesliga - GER,2002,2,151,1.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,65.5,297.0,47.0,6.0,10.0,60.0,11.0,14.0,78.6,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40.0,5.0,23.0,17.0,0.0,0.0,0.0,9.0,15.0,6.0,0.0,0.0,0.0,22.0,0.0,76.0,9.9,2,76.0,1,0,0.0,3.0,0.0,0.0,11.0,-11.0,-6.56,-3.41,1.0,0,0.0,1.0,0.0,0.0,0.0,3.0,2,3.0,5.0,0,0,0,0,0,0,0.0,0,3.0,0.0,2.0,0.0
Nora Scherer,GER,SC Freiburg,MF,FW,Frauen-Bundesliga - GER,2005,2,42,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,1,1,100.0,2.14,0.0,11.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,89.0,41.0,4.0,7.0,57.1,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,0.0,3.0,8.0,4.0,1.0,50.0,6.0,50.0,17.0,1.0,1.0,0.0,5.0,4.0,21.0,2.7,0,0.0,0,2,21.0,1.0,2.0,1.0,1.0,0.0,0.0,2.51,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,0,0,0,2,0,0.0,0,3.0,0.0,1.0,0.0
Julia Schiffarth,GER,1. FC Köln,FW,MF,Frauen-Bundesliga - GER,2007,4,58,0.6,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.18,0.38,0.56,0.18,1,0,0.0,0.0,0.0,9.9,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,3.0,4.66,0.0,0.0,10.0,13.0,76.9,149.0,21.0,6.0,6.0,100.0,3.0,4.0,75.0,1.0,2.0,50.0,0.1,-0.2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,23.0,0.0,2.0,8.0,13.0,1.0,0.0,10.0,27.0,8.0,0.0,0.0,0.0,14.0,4.0,15.0,3.8,0,0.0,0,4,15.0,5.0,0.25,0.0,1.0,-1.0,-1.55,-0.22,4.0,4,2.0,1.0,1.0,0.0,0.0,0.0,1,5.0,0.0,0,0,0,0,2,0,0.0,0,3.0,0.0,1.0,0.0
Marleen Schimmer,GER,RB Leipzig,MF,FW,Frauen-Bundesliga - GER,2000,16,1338,14.9,4,2,6,4,1.2,0.27,0.13,0.4,0.27,0.21,0.08,0.29,0.21,37,18,48.6,1.21,0.11,20.9,0.0,0,0,3.2,3.2,0.09,0.8,0.8,39.0,2.62,11.0,0.74,211.0,356.0,59.3,3824.0,1407.0,94.0,134.0,70.1,84.0,130.0,64.6,26.0,60.0,43.3,0.4,0.8,9.0,27.0,9.0,0.0,41.0,1.0,0.0,3.0,13,3.0,2.0,19.0,545.0,10.0,115.0,263.0,180.0,34.0,47.7,342.0,2387.0,1041.0,31.0,21.0,9.0,379.0,70.0,84.0,87.5,15,86.0,8,1,45.0,0.0,1.63,25.0,24.0,1.0,0.07,-0.17,22.0,17,10.0,9.0,3.0,6.0,54.5,15.0,7,29.0,8.0,5,0,0,21,32,3,3.0,0,52.0,7.0,8.0,46.7
Mia Schmid,SUI,Turbine Potsdam,DF,None,Frauen-Bundesliga - GER,2005,15,1247,13.9,1,0,1,1,0.1,0.07,0.0,0.07,0.07,0.03,0.01,0.04,0.03,4,3,75.0,0.22,0.25,19.6,0.0,0,0,0.4,0.4,0.1,0.6,0.6,4.0,0.29,1.0,0.07,278.0,409.0,68.0,5149.0,2203.0,102.0,138.0,73.9,147.0,193.0,76.2,26.0,68.0,38.2,0.0,-0.1,2.0,12.0,0.0,0.0,10.0,14.0,0.0,2.0,1,0.0,0.0,7.0,600.0,133.0,411.0,164.0,29.0,4.0,20.0,218.0,924.0,456.0,2.0,1.0,0.0,261.0,5.0,83.0,81.5,14,86.0,12,1,45.0,1.0,0.07,4.0,45.0,-41.0,-2.96,-0.14,41.0,23,31.0,10.0,0.0,18.0,52.9,30.0,22,63.0,79.0,2,0,0,15,7,0,0.0,0,48.0,6.0,12.0,33.3
Stefanie Schmid,GER,RB Leipzig,DF,FW,Frauen-Bundesliga - GER,2005,5,45,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,78.6,393.0,166.0,8.0,9.0,88.9,12.0,15.0,80.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1,0.0,0.0,2.0,30.0,1.0,10.0,14.0,6.0,0.0,0.0,19.0,140.0,96.0,2.0,1.0,0.0,19.0,1.0,9.0,2.9,0,0.0,0,5,9.0,7.0,2.0,2.0,3.0,-1.0,-2.0,-1.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,0,0,2,1,0,0.0,0,3.0,0.0,0.0,0.0
Bianca Schmidt,GER,Turbine Potsdam,FW,DF,Frauen-Bundesliga - GER,1990,5,304,3.4,1,0,1,1,0.2,0.3,0.0,0.3,0.3,0.04,0.06,0.11,0.04,3,1,33.3,0.3,0.33,24.3,0.0,0,0,0.2,0.2,0.05,0.8,0.8,2.0,0.59,0.0,0.0,33.0,64.0,51.6,534.0,132.0,17.0,26.0,65.4,14.0,24.0,58.3,2.0,8.0,25.0,0.0,-0.2,2.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2,0.0,0.0,6.0,107.0,15.0,38.0,42.0,29.0,4.0,66.7,48.0,190.0,54.0,2.0,0.0,0.0,56.0,7.0,61.0,19.9,5,61.0,2,0,0.0,0.0,0.0,1.0,8.0,-7.0,-2.07,0.59,6.0,4,0.0,5.0,1.0,1.0,100.0,7.0,1,7.0,10.0,0,0,0,0,2,0,0.0,0,14.0,2.0,8.0,20.0
Lara Schmidt,GER,SV Werder Bremen,DF,MF,Frauen-Bundesliga - GER,2000,16,1329,14.8,3,1,4,3,0.5,0.2,0.07,0.27,0.2,0.08,0.04,0.11,0.08,14,5,35.7,0.34,0.21,13.8,0.0,0,0,1.1,1.1,0.08,1.9,1.9,12.0,0.81,1.0,0.07,397.0,556.0,71.4,8610.0,3495.0,111.0,141.0,78.7,220.0,266.0,82.7,65.0,123.0,52.8,0.2,0.5,4.0,44.0,3.0,1.0,49.0,24.0,0.0,1.0,5,0.0,1.0,17.0,704.0,79.0,357.0,289.0,62.0,17.0,25.0,307.0,1471.0,780.0,6.0,1.0,0.0,367.0,5.0,83.0,86.9,14,87.0,11,2,55.0,0.0,1.25,18.0,28.0,-10.0,-0.68,-1.56,19.0,14,8.0,11.0,0.0,6.0,33.3,14.0,15,34.0,53.0,5,1,1,25,5,1,0.0,0,43.0,19.0,18.0,51.4
Lilith Schmidt,GER,1. FC Köln,MF,FW,Frauen-Bundesliga - GER,2006,2,31,0.3,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,135.0,43.0,8.0,8.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,-0.1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,21.0,1.0,5.0,10.0,6.0,2.0,0.0,6.0,11.0,6.0,0.0,0.0,0.0,9.0,1.0,16.0,2.0,0,0.0,0,2,16.0,13.0,0.0,1.0,1.0,0.0,0.0,1.79,1.0,1,1.0,0.0,0.0,0.0,0.0,3.0,1,2.0,0.0,0,0,0,0,0,0,0.0,0,5.0,1.0,0.0,100.0
Kim Schneider,GER,Turbine Potsdam,MF,FW,Frauen-Bundesliga - GER,2003,11,576,6.4,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,10,3,30.0,0.47,0.0,23.5,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,9.0,1.41,2.0,0.31,80.0,141.0,56.7,1291.0,593.0,44.0,61.0,72.1,29.0,43.0,67.4,6.0,17.0,35.3,0.1,-0.1,1.0,14.0,2.0,0.0,13.0,0.0,0.0,0.0,7,1.0,1.0,10.0,223.0,12.0,68.0,107.0,57.0,7.0,61.5,103.0,507.0,219.0,5.0,7.0,1.0,119.0,18.0,52.0,37.6,6,72.0,2,5,29.0,2.0,0.09,2.0,21.0,-19.0,-2.97,-0.26,12.0,10,5.0,4.0,3.0,5.0,38.5,13.0,5,17.0,10.0,0,0,0,5,5,4,0.0,0,33.0,2.0,7.0,22.2
Maj Schneider,GER,SC Freiburg,MF,None,Frauen-Bundesliga - GER,2007,12,301,3.3,2,1,3,2,0.3,0.6,0.3,0.9,0.6,0.29,0.08,0.37,0.29,5,2,40.0,0.6,0.4,15.1,0.0,0,0,1.0,1.0,0.19,1.0,1.0,5.0,1.5,1.0,0.3,45.0,67.0,67.2,667.0,262.0,19.0,28.0,67.9,20.0,26.0,76.9,2.0,4.0,50.0,0.1,0.7,4.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,0,0.0,0.0,2.0,108.0,6.0,31.0,51.0,26.0,5.0,0.0,48.0,214.0,74.0,2.0,4.0,0.0,53.0,4.0,25.0,19.7,3,64.0,0,9,12.0,0.0,2.08,8.0,6.0,2.0,0.6,1.55,12.0,7,7.0,4.0,1.0,4.0,50.0,8.0,3,15.0,4.0,0,0,0,8,3,1,0.0,0,6.0,1.0,4.0,20.0
Lea Schüller,GER,Bayern München,FW,None,Frauen-Bundesliga - GER,1997,17,888,9.9,6,3,9,6,3.1,0.61,0.3,0.91,0.61,0.54,0.31,0.85,0.54,32,18,56.3,1.82,0.19,11.3,0.0,0,0,5.3,5.3,0.17,0.7,0.7,22.0,2.23,5.0,0.51,145.0,198.0,73.2,2167.0,391.0,78.0,101.0,77.2,56.0,68.0,82.4,6.0,9.0,66.7,1.2,-0.1,13.0,8.0,7.0,1.0,20.0,0.0,0.0,2.0,6,0.0,2.0,9.0,292.0,3.0,6.0,103.0,185.0,59.0,25.0,169.0,719.0,287.0,15.0,4.0,11.0,209.0,73.0,52.0,58.0,9,75.0,2,8,26.0,0.0,2.59,21.0,6.0,15.0,1.52,-0.6,1.0,0,0.0,0.0,1.0,1.0,33.3,7.0,1,2.0,1.0,0,0,0,6,8,3,0.0,0,27.0,11.0,10.0,52.4
Viktoria Schwalm,GER,Turbine Potsdam,FW,None,Frauen-Bundesliga - GER,1997,4,299,3.3,0,1,1,0,0.1,0.0,0.3,0.3,0.0,0.12,0.03,0.15,0.12,5,2,40.0,0.6,0.0,20.4,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,6.0,1.81,1.0,0.3,39.0,73.0,53.4,690.0,207.0,16.0,20.0,80.0,13.0,24.0,54.2,6.0,16.0,37.5,0.1,0.9,2.0,6.0,3.0,1.0,8.0,1.0,0.0,0.0,6,2.0,0.0,3.0,117.0,6.0,24.0,66.0,32.0,5.0,37.5,60.0,433.0,165.0,6.0,3.0,3.0,63.0,11.0,75.0,19.5,4,75.0,2,0,0.0,0.0,0.0,2.0,11.0,-9.0,-2.71,-0.32,10.0,8,5.0,5.0,0.0,1.0,33.3,6.0,1,11.0,6.0,0,0,0,2,3,3,0.0,0,14.0,2.0,2.0,50.0
Alara Sehitler,GER,Bayern München,FW,MF,Frauen-Bundesliga - GER,2006,13,515,5.7,3,2,5,3,0.6,0.52,0.35,0.87,0.52,0.28,0.11,0.39,0.28,12,3,25.0,0.52,0.25,19.8,0.0,0,0,1.6,1.6,0.14,1.4,1.4,14.0,2.44,3.0,0.52,184.0,251.0,73.3,3053.0,630.0,93.0,115.0,80.9,75.0,92.0,81.5,14.0,24.0,58.3,1.0,1.4,2.0,9.0,6.0,1.0,17.0,4.0,0.0,2.0,6,1.0,3.0,8.0,328.0,2.0,33.0,180.0,116.0,12.0,25.0,170.0,671.0,193.0,5.0,6.0,2.0,214.0,30.0,40.0,33.7,5,62.0,0,8,26.0,2.0,2.46,13.0,3.0,10.0,1.75,0.21,15.0,12,2.0,9.0,4.0,6.0,50.0,9.0,6,21.0,2.0,0,0,0,3,6,1,0.0,0,29.0,4.0,3.0,57.1
Noa Selimhodzic,ISR,Turbine Potsdam,FW,MF,Frauen-Bundesliga - GER,2003,13,646,7.2,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,9,2,22.2,0.28,0.0,18.5,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8,10.0,1.39,1.0,0.14,108.0,188.0,57.4,1686.0,425.0,53.0,79.0,67.1,48.0,72.0,66.7,5.0,20.0,25.0,0.2,-0.2,4.0,7.0,1.0,0.0,11.0,0.0,0.0,1.0,11,2.0,2.0,15.0,295.0,4.0,70.0,125.0,105.0,13.0,29.6,151.0,756.0,315.0,13.0,7.0,2.0,171.0,34.0,50.0,42.2,6,70.0,2,7,32.0,1.0,0.08,1.0,29.0,-28.0,-3.9,0.58,25.0,13,8.0,10.0,7.0,4.0,30.8,6.0,7,32.0,4.0,1,0,0,8,9,1,0.0,0,36.0,5.0,7.0,41.7
Linda Sembrant,SWE,Bayern München,DF,None,Frauen-Bundesliga - GER,1987,9,704,7.8,2,0,2,2,0.1,0.26,0.0,0.26,0.26,0.21,0.02,0.22,0.21,9,2,22.2,0.26,0.22,6.7,0.0,0,0,1.6,1.6,0.18,0.4,0.4,17.0,2.17,2.0,0.26,845.0,883.0,95.7,15632.0,5996.0,257.0,267.0,96.3,543.0,557.0,97.5,34.0,45.0,75.6,0.6,-0.1,4.0,63.0,1.0,0.0,80.0,10.0,0.0,2.0,1,0.0,1.0,2.0,919.0,38.0,282.0,605.0,33.0,13.0,0.0,545.0,1837.0,1153.0,5.0,1.0,0.0,784.0,1.0,78.0,46.0,8,88.0,7,1,1.0,7.0,2.67,20.0,3.0,17.0,2.17,-0.07,4.0,4,2.0,1.0,1.0,1.0,100.0,2.0,6,10.0,9.0,3,1,1,5,0,0,0.0,0,28.0,7.0,12.0,36.8
Elisa Senß,GER,Eintracht Frankfurt,MF,None,Frauen-Bundesliga - GER,1997,17,1226,13.6,2,1,3,2,2.3,0.15,0.07,0.22,0.15,0.16,0.17,0.33,0.16,26,6,23.1,0.44,0.08,19.1,0.0,0,0,2.1,2.1,0.08,-0.1,-0.1,32.0,2.35,3.0,0.22,433.0,542.0,79.9,6682.0,2264.0,216.0,251.0,86.1,179.0,219.0,81.7,22.0,35.0,62.9,1.1,-1.3,13.0,58.0,14.0,2.0,72.0,5.0,0.0,0.0,7,0.0,4.0,10.0,707.0,6.0,76.0,391.0,253.0,32.0,59.1,375.0,1598.0,775.0,17.0,24.0,8.0,461.0,55.0,72.0,80.1,15,80.0,4,2,15.0,0.0,2.24,38.0,15.0,23.0,1.69,-0.56,51.0,36,9.0,31.0,11.0,22.0,64.7,22.0,9,60.0,3.0,3,0,0,27,26,1,0.0,0,85.0,7.0,6.0,53.8
Mariella El Sherif,AUT,FC Carl Zeiss Jena,GK,None,Frauen-Bundesliga - GER,2004,7,630,7.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.29,0.0,0.0,299.0,378.0,79.1,7811.0,5414.0,55.0,55.0,100.0,158.0,164.0,96.3,85.0,156.0,54.5,0.0,0.0,0.0,9.0,1.0,0.0,1.0,19.0,0.0,0.0,0,0.0,1.0,1.0,397.0,272.0,393.0,4.0,0.0,0.0,0.0,253.0,1424.0,933.0,0.0,0.0,0.0,215.0,0.0,90.0,41.2,7,90.0,7,0,0.0,5.0,0.43,3.0,12.0,-9.0,-1.29,0.4,1.0,1,1.0,0.0,0.0,1.0,25.0,0.0,0,1.0,6.0,0,0,0,0,3,0,0.0,0,10.0,3.0,1.0,75.0
